,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A,Cluster
60050,2,1,4,3,4,5,4,4,5,5,2,2,1,3,1,2,4,4,5,1,1
60051,5,5,1,3,4,1,1,4,3,1,1,5,5,1,5,1,1,4,5,3,0
60052,1,5,3,3,1,5,5,5,5,5,3,2,4,2,4,5,3,5,5,4,1
60053,4,4,1,4,4,1,1,3,4,2,1,5,5,3,4,2,1,4,5,2,1
60054,2,4,4,1,4,2,2,4,5,4,1,4,4,1,2,4,1,4,5,4,1
60055,5,1,5,1,4,4,2,5,5,2,1,5,5,1,4,2,1,4,5,1,1
60056,1,1,3,3,1,5,5,1,5,5,1,5,5,3,1,4,5,1,5,3,1
60057,5,5,1,1,4,1,1,4,1,1,1,5,5,1,5,1,1,5,5,5,0
60058,5,5,1,3,4,2,2,3,2,1,1,4,5,3,2,1,3,5,4,3,1
60059,2,4,2,4,2,1,1,4,5,3,2,4,4,1,4,3,3,4,5,3,1
60060,5,5,2,1,5,2,1,2,2,2,1,5,4,2,5,2,2,5,4,2,0
60061,2,2,4,1,2,4,2,2,4,4,3,1,1,3,3,2,2,2,5,1,1
60062,1,1,1,2,3,2,1,4,4,1,2,2,5,1,3,1,5,4,5,1,1
60063,4,2,2,2,4,3,3,2,4,4,2,4,2,3,3,2,3,3,5,1,1
60064,5,1,5,2,3,5,4,4,5,5,4,4,3,2,4,3,3,3,3,2,1
60065,5,1,1,1,5,1,5,5,5,5,3,3,5,1,2,5,1,5,5,5,1
60066,5,5,1,1,5,1,1,4,2,3,1,5,5,2,4,1,1,5,4,3,0
60067,4,3,2,3,2,1,1,3,2,3,1,5,2,1,4,2,3,3,5,2,1
60068,2,5,2,2,4,2,1,2,4,1,1,4,4,1,4,1,1,5,5,2,1
60069,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,1,5,0
60070,5,3,4,1,4,4,4,2,2,4,5,3,4,1,3,4,3,5,5,5,1
60071,5,5,2,2,5,3,1,5,5,3,1,2,4,2,3,1,1,4,5,4,1
60072,5,5,2,2,4,1,1,4,1,1,2,5,5,1,4,1,5,4,5,1,1
60073,2,3,3,4,1,4,2,1,5,5,2,2,1,1,4,2,1,3,2,1,1
60074,1,4,5,3,1,4,2,1,1,5,1,4,1,2,4,2,4,1,4,1,1
60075,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,1,0
60076,1,5,5,5,3,5,1,3,5,3,3,5,1,4,5,5,1,4,5,3,1
60077,4,4,2,4,4,2,1,2,5,2,2,4,4,1,3,1,1,5,3,3,1
60078,5,5,5,4,5,2,1,1,5,5,1,5,5,1,5,1,4,4,5,4,1
60079,4,4,4,1,5,3,2,5,2,2,1,1,3,1,4,2,1,4,5,4,0
60080,3,5,1,5,5,1,1,5,5,1,1,5,5,2,5,1,1,5,5,1,0
60081,1,4,3,5,1,2,2,1,5,5,4,1,1,3,5,4,1,1,5,1,1
60082,5,4,1,1,5,1,2,5,3,1,1,5,4,2,4,1,1,5,5,1,0
60083,2,4,3,4,5,2,4,2,5,4,1,4,4,2,4,1,1,5,5,3,1
60084,2,3,4,4,2,5,4,1,4,3,3,2,2,2,4,5,2,4,5,3,1
60085,5,5,4,1,5,1,1,4,4,2,4,5,1,1,4,1,1,5,5,4,0
