,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A
11983,1,5,3,3,2,1,1,2,3,3,3,5,1,1,3,4,3,4,4,1
46790,5,4,3,5,3,1,1,2,4,1,2,3,1,1,1,1,1,4,5,2
52064,1,1,5,5,1,5,5,1,5,5,1,2,5,1,1,1,1,1,5,1
66713,2,5,2,3,3,2,1,4,4,4,2,2,2,1,3,2,1,3,5,4
19655,5,5,3,3,4,1,2,4,2,1,2,4,4,3,2,2,3,5,5,1
69423,4,4,4,4,4,4,4,4,5,4,2,4,2,5,3,4,1,4,2,3
72971,5,5,1,1,5,1,1,5,3,3,2,2,3,1,1,5,1,5,5,1
49137,5,5,1,4,4,1,1,5,4,5,1,5,4,2,1,1,1,4,5,5
65927,1,1,1,5,2,1,1,1,5,5,1,5,1,2,3,2,5,2,5,1
4363,4,3,1,1,4,1,1,5,3,2,1,4,4,1,3,3,5,4,5,3
64287,1,1,3,5,1,5,2,2,5,1,4,1,1,4,3,2,1,2,1,1
32775,1,1,5,5,1,4,2,2,5,3,1,5,1,4,2,1,2,4,4,1
50984,5,2,3,1,1,2,2,1,5,3,1,4,5,2,3,5,5,4,3,1
37645,3,2,4,3,3,2,3,2,2,5,3,4,1,4,5,2,2,4,5,2
22633,1,5,4,2,5,4,5,4,4,3,3,4,4,1,5,4,1,4,5,3
2132,2,1,1,4,4,3,2,1,4,4,1,3,1,3,1,2,2,1,2,2
13076,3,5,5,3,3,5,4,2,5,5,3,4,1,3,4,4,2,4,5,2
27311,2,4,3,2,2,1,2,4,5,2,1,4,4,2,5,2,3,4,5,5
23801,5,5,1,4,5,1,1,5,1,1,1,5,5,2,5,4,1,5,5,5
68224,5,4,3,5,2,1,1,2,3,3,1,4,3,2,5,1,1,3,5,1
66010,3,3,3,2,2,3,3,3,4,3,1,2,3,1,2,1,1,4,3,1
13109,3,4,1,3,4,1,1,5,2,2,1,5,4,2,4,1,1,4,5,2
42162,4,5,2,4,5,2,1,4,3,3,2,5,4,1,4,2,2,1,5,4
16594,1,1,1,4,1,4,4,4,5,4,2,1,1,3,4,5,2,2,4,1
32302,5,5,1,1,5,1,1,4,1,1,1,5,5,1,5,4,1,5,5,5
51796,1,1,5,5,2,5,4,1,5,5,4,2,1,3,2,5,3,1,1,1
36249,2,1,5,2,3,5,5,4,5,4,2,1,4,1,2,2,2,4,5,4
17605,4,3,3,1,5,1,1,1,5,2,1,4,1,1,2,3,2,4,3,1
29450,5,5,3,1,4,3,2,4,4,2,1,4,3,1,1,1,2,4,5,4
21218,3,4,5,2,4,2,2,4,3,2,1,5,4,3,4,3,2,4,5,2
66163,4,5,2,2,5,4,1,4,4,5,1,1,1,1,4,4,1,4,2,1
62962,4,4,1,1,5,1,2,2,2,3,1,5,5,1,5,1,4,4,5,1
20109,2,1,1,5,3,4,5,1,5,4,4,1,1,2,1,5,1,2,4,1
10893,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5
60461,5,4,2,5,4,2,1,5,5,4,1,2,3,2,3,2,2,5,5,3
64383,1,2,1,4,4,4,1,5,5,4,2,2,1,2,4,1,2,4,5,1
50161,5,5,5,3,5,1,2,5,4,5,1,5,1,1,1,1,2,4,4,2
52942,4,4,3,4,2,5,4,2,5,2,2,3,1,1,3,4,2,3,4,1
21240,3,3,3,2,5,1,1,1,5,3,1,5,3,2,1,1,5,2,5,1
66329,1,4,2,3,4,4,1,2,3,4,2,1,1,2,4,1,5,3,5,1
18241,2,5,4,5,1,2,4,2,5,4,1,1,1,4,1,4,2,4,5,5
2225,4,4,4,4,5,4,2,4,5,2,1,4,4,5,4,2,1,4,5,1
67942,5,4,3,4,5,4,2,4,5,2,2,3,1,3,5,5,2,2,4,1
67947,4,3,5,1,5,5,1,5,5,4,1,2,5,1,3,1,3,4,5,5
33086,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,5,5,5,5
3000,1,1,2,4,4,5,5,3,5,5,1,2,1,3,1,3,4,2,3,2
53401,1,1,4,5,1,5,5,4,5,5,2,1,1,4,1,5,2,2,3,2
72491,2,4,5,1,1,5,2,1,5,5,1,5,1,1,3,5,5,4,5,1
34830,3,4,3,1,4,4,2,5,5,2,1,1,1,1,4,1,1,2,4,2
10673,5,4,5,1,4,3,3,4,5,5,3,5,3,1,5,4,4,4,5,1
30316,1,2,3,5,1,5,4,1,5,5,2,1,1,2,3,2,4,1,5,1
25284,4,5,4,4,4,2,2,1,4,4,4,5,1,1,2,2,3,2,5,4
29954,4,5,2,2,5,2,2,4,2,2,2,5,5,2,4,5,4,5,4,4
33617,2,5,5,4,4,4,2,2,2,4,1,4,2,5,3,2,2,4,5,4
32533,5,1,5,4,2,1,1,5,5,5,1,5,1,1,3,1,1,5,5,1
47494,5,5,5,5,5,5,5,3,5,5,5,5,2,4,2,5,2,3,5,1
23986,1,1,2,2,5,5,2,1,5,5,2,4,3,2,1,4,2,3,5,5
44179,1,2,1,2,4,4,2,1,5,4,2,2,2,1,3,1,4,4,5,2
25541,5,5,1,1,5,1,2,5,2,5,1,5,5,1,5,4,4,4,5,4
3761,1,2,5,5,3,5,5,1,5,5,1,4,1,1,2,2,1,1,5,1
52423,5,1,1,1,5,1,1,2,5,2,1,5,4,1,1,1,1,5,5,3
25995,3,5,2,1,5,3,1,2,5,3,2,2,4,1,5,1,1,5,5,2
15550,4,4,4,2,4,2,2,4,5,2,1,5,2,1,4,2,3,2,5,5
48332,4,4,2,5,5,4,1,2,5,4,1,4,2,3,5,4,1,4,5,1
15969,4,5,4,3,2,1,1,2,2,1,2,4,2,4,5,4,3,4,4,1
60132,4,5,1,1,5,5,2,4,4,4,1,5,5,1,5,1,1,4,5,5
37165,5,2,3,2,5,5,4,5,3,4,1,5,3,1,2,1,3,4,4,3
30666,5,5,2,2,4,1,1,4,2,1,1,5,4,1,5,1,1,5,5,4
13504,4,4,3,4,3,1,2,3,4,2,1,5,4,2,3,1,1,2,5,3
5799,2,3,4,4,4,5,4,2,4,4,3,4,4,3,4,4,2,2,4,2
70636,1,2,3,5,4,4,4,2,4,3,3,5,1,1,2,3,1,1,4,1
10113,5,2,3,5,4,4,3,1,5,4,2,4,3,4,5,2,4,2,5,1
12266,2,1,5,1,5,4,5,1,5,5,5,5,2,2,1,5,3,1,5,1
16290,5,4,5,1,3,3,1,3,3,3,1,2,5,3,5,1,1,1,5,1
28474,4,3,1,4,2,2,1,5,3,4,1,5,5,1,5,1,3,3,5,4
35325,4,4,5,5,5,2,1,2,5,1,1,5,2,4,3,4,2,4,5,1
70397,1,2,4,5,1,5,5,2,5,5,2,1,1,3,4,1,4,1,5,1
62081,5,2,5,2,4,4,2,4,5,5,1,5,2,3,2,4,4,5,5,1
39092,2,4,1,2,5,1,1,2,1,1,1,5,4,2,5,1,1,5,5,1
54454,4,4,2,1,4,2,1,3,5,1,1,4,5,1,4,1,2,3,5,1
6340,5,4,3,1,4,3,1,2,2,2,2,5,4,2,4,2,2,5,5,4
28938,2,4,2,2,5,1,2,4,5,5,2,5,4,1,3,1,2,4,5,2
36032,1,1,5,5,1,2,1,1,5,5,1,4,4,4,1,2,3,1,5,1
5428,1,4,3,3,4,2,2,1,5,2,1,3,2,2,4,2,1,4,4,1
62376,1,1,4,3,4,4,2,1,5,5,2,4,1,5,1,5,2,4,5,1
56262,2,1,1,4,1,1,1,2,2,4,1,2,4,4,1,4,3,2,4,1
41262,3,4,3,5,5,2,2,2,4,5,2,5,1,5,5,5,5,4,5,4
25814,1,1,3,4,5,5,2,2,5,5,1,5,1,1,2,5,1,1,4,3
9580,2,2,5,4,3,4,5,1,4,5,3,2,2,3,1,5,3,5,4,1
22915,5,5,1,1,5,1,1,5,1,1,3,5,2,3,4,5,5,4,2,5
70340,4,3,4,4,1,3,4,1,1,1,4,5,1,4,4,5,1,1,5,1
42477,3,1,1,5,5,5,1,5,5,5,5,5,5,3,1,1,5,1,1,1
15736,5,4,2,2,3,1,2,5,4,4,3,4,1,2,3,1,4,4,4,1
25962,3,5,3,2,5,4,4,2,4,3,1,5,4,2,3,3,4,4,5,3
9938,5,5,2,1,4,2,2,4,5,1,1,5,1,4,4,1,3,4,3,1
20262,4,1,3,4,4,2,1,3,4,3,1,5,3,2,3,2,1,4,5,1
39549,5,4,1,1,5,1,1,5,5,1,1,4,5,2,5,1,3,5,5,4
63271,5,5,4,4,5,1,4,4,5,1,1,5,5,1,5,1,1,4,2,4
21822,3,4,2,4,2,4,3,2,5,5,2,1,2,4,2,5,4,4,5,1
45811,5,5,2,2,5,1,1,4,1,1,1,5,5,1,2,1,1,5,5,1
55820,5,2,5,4,5,5,5,4,5,5,2,5,5,1,1,3,1,2,3,1
25422,5,5,4,1,4,4,2,4,4,3,1,5,3,4,5,3,1,4,5,2
870,4,5,2,1,4,1,1,2,3,2,1,5,1,3,5,2,3,4,5,1
60076,1,5,5,5,3,5,1,3,5,3,3,5,1,4,5,5,1,4,5,3
70825,1,3,1,5,3,1,2,2,5,5,1,1,3,5,1,5,1,1,3,1
53512,2,2,3,1,5,2,1,4,4,2,2,4,3,5,4,1,2,2,5,1
48270,4,5,1,1,5,1,1,5,5,1,1,5,5,1,3,1,1,4,5,1
58243,5,5,1,1,5,1,1,5,1,2,1,5,5,1,5,1,1,5,5,5
46692,1,1,5,5,2,4,4,1,5,5,5,1,1,2,4,1,1,1,5,1
20218,3,5,3,2,4,1,2,4,3,4,1,4,3,2,4,1,2,5,5,5
35651,2,1,2,5,3,5,3,1,5,5,1,1,2,4,3,5,3,1,3,2
47314,3,4,3,1,5,2,1,4,4,2,1,5,5,1,4,2,4,4,5,3
20385,5,5,5,4,4,3,1,1,4,1,2,5,3,2,4,4,1,4,4,5
55728,5,5,5,3,4,1,1,2,5,4,1,2,5,3,1,2,5,4,5,1
40033,4,4,3,4,5,3,2,2,3,4,2,4,4,3,3,2,3,4,4,2
11943,5,5,2,4,2,1,1,3,5,3,1,3,1,2,4,5,1,5,5,1
53521,2,1,4,4,2,2,4,2,5,5,2,2,1,1,1,5,2,1,1,1
42731,5,3,3,2,5,1,1,2,5,1,1,5,4,2,4,1,1,3,5,1
1032,2,3,4,4,1,5,4,3,5,5,2,4,2,2,4,1,2,3,4,1
21764,4,5,5,1,5,1,4,5,5,5,1,5,5,3,3,2,1,5,5,5
18441,3,5,3,3,5,3,1,4,4,4,1,4,5,2,5,2,2,4,5,4
45121,5,5,1,3,4,1,1,2,1,2,1,5,5,1,5,1,1,4,5,5
5633,5,2,5,1,5,5,1,1,5,5,1,3,1,1,1,3,1,3,5,1
38771,1,2,4,3,4,5,4,1,5,5,3,1,1,4,3,4,3,2,2,1
28150,1,1,5,3,2,4,2,1,5,5,1,4,1,3,1,1,4,3,3,1
24773,3,4,2,3,4,2,1,3,4,3,1,5,4,1,3,2,1,4,5,3
10137,5,1,1,4,5,1,1,5,2,4,1,5,1,1,1,1,1,1,4,5
4468,4,4,4,2,3,2,2,5,2,4,2,4,2,1,5,2,4,4,4,1
43499,2,3,5,4,2,5,4,1,5,4,4,4,2,2,4,4,2,1,4,2
57261,4,4,2,5,2,4,1,2,4,4,3,5,4,3,4,4,3,4,5,1
57702,5,5,2,4,5,1,2,5,5,5,1,4,3,2,2,3,3,5,4,5
52050,5,5,5,5,5,1,1,1,1,1,1,5,5,2,5,5,1,5,5,3
66190,4,5,2,4,4,1,2,2,2,1,2,5,1,3,5,3,2,4,5,1
42364,4,5,3,5,5,4,2,1,5,4,2,2,1,1,5,5,3,5,5,2
23056,3,5,5,3,5,4,1,5,3,3,1,3,3,1,5,5,1,5,5,4
19218,1,1,3,4,5,5,5,5,5,5,1,3,4,1,1,1,1,1,5,5
54325,3,2,3,3,4,3,3,3,4,1,3,2,4,2,3,3,1,3,4,1
70054,1,2,3,5,4,3,2,1,5,3,2,1,1,2,4,1,5,1,5,1
40222,1,4,4,4,1,4,2,1,5,3,2,2,1,3,2,4,2,2,2,1
4087,4,3,2,4,4,1,3,3,3,4,1,4,4,1,1,1,3,4,3,3
19630,1,1,4,2,2,4,2,5,5,4,1,2,2,1,1,4,2,1,5,1
11499,4,4,5,5,1,5,4,1,5,5,2,1,1,2,4,5,5,1,1,1
37960,2,1,2,3,5,2,4,4,5,3,3,2,3,1,5,1,1,2,5,1
48255,1,4,4,4,5,2,2,4,5,5,3,1,1,5,4,1,2,2,4,1
62342,4,5,5,5,5,4,5,3,5,5,1,2,3,5,1,5,5,3,1,5
47026,1,3,3,3,2,1,1,2,4,3,2,4,1,2,4,4,3,3,5,1
30538,2,2,2,4,2,2,2,1,5,4,1,4,2,2,2,2,1,4,4,4
44892,1,2,5,4,3,4,4,2,4,4,4,2,2,4,4,3,3,3,4,3
16331,5,1,3,1,5,1,1,1,3,5,1,5,5,1,1,1,5,5,5,3
59458,5,1,5,4,4,5,5,3,5,5,1,4,4,1,1,1,1,1,1,2
63447,5,4,1,3,2,1,1,2,4,1,1,4,1,1,4,1,2,5,4,1
2707,1,1,4,2,4,2,2,1,5,5,1,5,2,1,1,1,3,4,5,1
71182,4,4,5,1,4,3,4,4,5,3,1,5,4,3,5,4,5,4,3,1
32566,4,2,1,2,4,2,2,3,1,4,2,4,4,1,4,2,1,2,2,1
21656,2,2,1,1,4,2,2,1,5,5,2,4,5,5,1,1,2,1,5,1
36339,3,1,1,3,3,4,3,1,5,5,1,3,3,3,1,2,5,3,2,1
64217,2,4,4,1,5,4,1,4,5,5,1,5,1,3,1,5,1,3,5,3
8405,3,2,2,3,3,4,4,2,5,2,2,3,2,1,3,3,3,4,3,2
70311,1,2,5,4,1,5,4,2,5,5,3,1,2,2,3,5,3,3,3,1
15269,3,1,1,5,1,3,2,1,3,5,3,1,1,5,1,4,3,1,5,1
4563,2,1,4,3,3,4,2,5,5,5,5,4,5,2,4,4,1,4,3,3
33233,1,4,2,4,2,4,1,4,4,1,1,4,3,2,4,4,1,3,5,2
9912,5,5,1,1,5,3,1,5,1,1,1,5,5,1,3,1,1,5,5,5
56069,4,4,2,1,3,4,2,5,4,1,2,2,4,2,5,3,3,3,4,5
58624,1,3,5,5,2,5,5,2,5,5,4,2,1,2,2,5,4,4,2,1
35086,2,4,4,4,2,4,3,2,5,4,2,3,1,1,4,4,3,3,4,1
6974,2,2,1,4,4,4,2,2,5,5,2,2,1,4,4,3,2,2,4,1
41079,5,4,4,4,4,4,5,5,5,3,4,2,2,3,3,4,4,5,5,5
36957,2,2,4,2,4,2,2,3,4,2,1,5,4,4,2,4,2,4,5,2
42094,1,1,1,2,5,2,3,4,5,5,1,1,2,1,4,5,1,1,5,1
5855,1,3,2,4,2,2,2,2,5,4,2,2,5,2,2,3,2,3,5,1
52174,4,4,1,3,2,1,1,3,5,4,2,4,3,3,1,2,4,3,5,3
15714,4,2,1,4,4,2,2,2,5,5,1,4,1,4,1,4,1,4,5,1
13399,4,4,1,2,5,1,1,4,5,1,1,3,1,2,4,4,2,4,5,1
66729,1,2,5,5,3,4,4,2,5,5,1,2,1,3,4,4,3,4,4,3
51921,1,2,5,5,1,5,5,1,5,5,2,1,5,2,2,2,1,1,5,1
19013,2,1,4,2,4,2,2,4,5,2,1,2,3,3,4,1,4,4,4,3
44109,2,3,2,4,3,2,1,2,4,2,1,4,2,2,5,2,4,2,5,1
57428,1,4,2,5,4,2,2,3,5,4,2,5,3,3,4,2,4,4,5,3
33817,4,4,2,3,3,1,2,2,4,2,2,4,2,1,5,2,5,4,3,1
16701,3,1,3,5,5,5,5,5,5,5,3,5,2,3,2,4,1,1,5,1
53620,5,4,2,1,5,2,1,4,2,2,1,5,5,1,3,1,3,4,5,4
21369,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5
53421,5,5,5,2,4,4,2,4,5,1,1,2,4,2,4,4,2,4,1,2
37460,1,1,4,5,1,2,2,4,5,5,4,4,2,4,1,1,1,1,5,1
31404,2,2,2,4,1,4,2,2,5,1,2,2,2,1,4,3,1,4,5,1
69854,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5
8478,5,4,2,1,5,1,1,4,2,1,1,5,2,1,5,3,2,4,5,2
25369,5,2,3,4,4,2,1,4,3,2,2,5,4,2,4,1,2,4,5,2
15703,4,2,3,2,4,4,1,3,3,1,1,5,5,2,3,2,4,4,5,3
5554,5,4,1,1,5,1,1,4,1,2,2,5,4,1,5,2,1,3,4,3
9722,5,4,1,1,5,1,1,5,1,1,1,5,5,2,4,1,5,5,5,4
10064,4,3,5,4,4,5,2,5,5,2,1,4,5,4,4,5,3,4,5,1
20564,1,4,1,1,2,1,1,4,5,4,1,4,2,1,4,1,3,2,5,4
43634,2,4,5,4,4,4,1,4,5,4,3,4,2,2,4,5,5,4,2,1
15208,4,4,2,1,4,1,1,4,2,3,1,5,5,1,4,1,1,5,4,4
29598,2,2,1,3,2,2,2,2,5,2,2,4,2,3,3,3,2,1,5,1
27829,3,2,4,3,3,2,4,4,4,2,1,5,4,3,2,1,1,5,5,4
25170,4,5,1,2,5,1,1,4,2,1,1,5,4,1,5,1,1,4,5,3
33044,5,5,1,1,5,1,1,5,5,1,1,5,5,1,5,1,5,5,5,5
72845,2,4,1,4,3,4,1,4,3,3,2,3,2,3,3,4,4,4,4,2
45501,2,1,1,1,4,1,1,1,1,3,1,5,5,1,5,1,1,5,5,1
35910,5,5,3,1,1,1,2,5,1,2,1,2,5,1,4,1,1,4,5,5
41102,3,4,1,2,5,1,1,3,2,2,1,4,2,1,4,1,5,5,5,1
28957,2,4,4,4,2,5,2,4,5,4,5,1,2,4,4,5,2,1,4,5
47381,3,4,3,4,3,1,1,2,4,3,1,4,3,4,2,1,4,1,5,3
43823,4,1,3,2,5,3,2,4,3,4,1,5,5,2,5,2,1,3,5,3
9396,5,4,4,2,5,2,2,4,2,1,1,4,4,1,5,1,5,4,5,2
6592,5,5,5,1,5,1,1,5,5,5,3,5,5,3,3,1,5,5,5,1
73268,1,2,5,4,5,2,1,4,2,5,2,1,1,3,4,2,5,3,4,2
40073,4,2,5,2,4,3,4,1,5,4,1,2,2,2,3,2,1,3,2,2
20686,5,1,2,1,5,5,1,5,5,5,1,5,5,5,5,1,1,5,5,1
54808,4,2,2,5,3,3,1,2,2,4,3,2,4,3,4,4,1,5,5,1
34380,1,3,5,2,4,5,5,3,5,5,4,4,1,2,2,5,3,3,2,1
54670,5,4,3,2,5,4,2,4,4,3,2,5,5,4,3,4,3,5,4,3
124,1,2,4,2,1,2,2,1,5,5,2,2,1,3,1,5,1,1,3,1
67339,4,4,3,4,1,1,1,4,4,2,2,4,3,4,5,2,2,4,5,5
48189,2,5,2,3,4,4,2,3,5,2,1,4,4,1,4,2,2,4,5,3
66306,1,3,4,2,4,4,2,1,5,4,2,4,2,2,1,3,5,3,5,2
6479,2,4,4,2,4,3,1,4,5,2,2,2,4,2,2,2,3,4,5,4
23613,5,5,3,1,5,1,1,4,4,1,1,5,5,1,4,1,1,4,2,2
50907,4,3,4,3,2,3,4,4,4,2,1,5,2,1,2,4,2,1,3,1
49761,5,5,1,1,4,2,1,5,1,1,1,5,5,1,5,1,1,5,5,3
66931,1,1,5,5,5,5,5,3,5,5,3,1,1,3,1,5,1,3,3,1
62270,4,4,1,1,4,2,1,4,3,2,1,5,5,2,5,1,1,4,4,4
30276,1,1,2,4,4,1,1,1,3,4,1,4,4,1,1,3,3,3,4,1
36777,5,4,3,1,5,1,1,3,3,3,1,5,3,3,5,3,1,5,1,1
58298,2,3,2,2,3,4,3,4,4,5,2,4,4,3,4,4,2,4,5,1
29633,1,4,5,4,5,1,1,4,5,5,1,5,5,1,3,1,1,5,5,1
33479,5,5,1,2,5,1,1,4,1,1,1,3,4,1,5,1,1,5,5,5
6994,1,1,5,4,5,4,2,4,5,5,1,5,5,2,4,2,1,1,5,1
28297,3,2,2,2,4,1,1,4,3,2,1,5,3,3,4,3,1,4,1,4
72911,4,5,3,5,4,5,5,4,5,5,3,4,2,2,4,3,5,5,5,5
21847,2,4,2,5,2,4,1,1,5,3,1,4,3,2,5,2,2,5,5,1
68365,5,5,1,1,5,1,1,5,2,1,1,5,4,1,5,2,1,5,5,3
5488,3,3,2,3,5,4,1,4,4,5,2,5,5,1,5,1,1,3,5,4
22176,5,5,1,1,5,1,1,5,5,5,1,5,5,1,5,1,5,5,5,5
38304,2,1,5,5,1,4,1,2,5,5,2,1,1,4,4,1,2,1,5,1
50253,5,4,2,1,4,2,1,5,2,1,1,4,5,1,4,1,1,5,5,5
70407,3,1,4,1,4,2,2,2,5,4,1,3,1,4,1,1,2,1,3,2
33255,5,4,5,4,5,4,2,1,5,1,2,3,1,1,4,1,2,3,1,4
67454,1,1,2,5,5,5,1,1,5,5,1,1,1,1,3,3,3,2,3,1
10735,5,4,2,4,4,3,2,2,4,2,2,5,4,1,4,1,4,4,5,3
65495,4,4,1,2,5,4,4,3,5,2,1,5,3,2,3,2,1,4,5,4
2351,5,4,2,1,4,1,1,2,1,1,2,5,1,1,5,1,1,5,3,2
2893,5,5,5,1,5,1,1,4,4,1,1,4,5,2,1,1,1,4,5,4
42001,2,1,2,4,3,1,2,1,5,5,3,5,1,3,2,4,3,2,5,1
23143,2,4,1,1,4,1,1,5,4,2,1,4,1,1,3,1,1,5,5,3
63171,1,2,3,3,4,2,2,2,5,2,1,1,1,2,2,5,1,4,5,2
31885,1,2,5,2,4,5,5,4,5,5,1,4,4,3,3,2,2,1,1,1
24293,5,5,1,1,5,2,1,5,1,1,1,5,5,3,5,5,1,3,5,4
71197,2,2,4,3,3,4,2,3,5,5,2,2,1,1,3,1,3,4,5,1
9998,4,4,2,1,4,1,1,5,5,4,2,4,4,1,1,5,1,4,5,4
37023,3,5,4,3,4,3,1,2,3,4,1,5,1,1,1,3,1,5,5,4
42274,1,1,5,4,2,4,4,2,5,5,3,3,1,4,4,5,3,3,1,1
50006,1,1,2,2,2,2,4,3,5,5,2,3,1,2,2,3,5,2,5,1
10579,2,4,5,2,4,4,4,4,4,5,2,4,1,2,4,2,3,4,4,4
58842,4,3,1,3,5,2,2,4,5,4,2,2,5,2,4,1,5,4,5,1
51179,1,1,2,4,2,4,2,2,5,5,3,3,2,3,2,5,1,1,5,3
11212,1,1,1,4,1,2,2,1,5,5,3,1,1,2,4,2,2,4,4,1
6036,2,4,4,4,2,3,2,3,4,4,2,3,4,2,4,3,3,3,3,2
46401,4,5,1,4,5,5,3,2,5,3,2,2,1,2,2,5,1,4,5,1
47367,1,4,2,4,5,1,1,2,5,1,2,1,4,5,5,1,1,5,5,1
62409,4,5,3,2,5,3,3,4,4,4,2,3,5,4,3,4,5,4,5,4
55549,3,5,4,1,5,2,2,5,3,1,2,4,5,3,5,1,2,4,5,1
17869,3,4,4,4,4,3,1,1,4,2,1,4,4,1,3,1,1,2,3,1
59273,5,5,3,1,5,1,1,5,5,2,1,5,5,1,4,1,1,4,5,1
49697,4,4,5,2,5,5,1,4,5,5,1,3,5,1,5,2,2,4,3,3
24377,2,4,3,3,2,2,3,2,5,5,2,5,4,4,2,2,2,4,5,3
52589,1,1,4,3,2,3,2,5,5,4,1,3,1,3,4,1,4,5,5,1
72854,5,5,3,5,5,1,1,4,5,1,1,5,2,1,5,1,1,1,5,1
8564,4,1,3,1,5,5,2,4,4,4,1,5,3,2,4,2,2,5,5,1
40992,5,5,3,1,4,1,1,5,5,1,1,5,5,1,5,1,1,5,3,5
49884,1,3,5,3,2,4,4,5,5,4,1,1,1,3,4,5,5,5,5,1
7781,5,3,4,4,2,5,4,4,5,2,5,3,5,2,4,4,3,3,3,1
66187,4,4,1,2,5,1,1,4,3,3,1,5,5,1,4,1,1,5,5,4
37417,1,3,2,4,1,2,2,1,4,5,2,2,2,1,2,2,3,3,5,1
26356,4,5,2,3,4,3,3,3,2,2,2,4,4,2,4,2,2,5,5,2
8703,3,1,3,4,2,5,5,3,5,4,1,2,2,2,1,3,1,4,2,3
37757,4,1,2,2,2,2,2,2,4,3,2,1,2,2,3,2,2,4,3,1
24094,4,2,5,5,4,4,4,4,5,3,4,2,3,2,2,4,3,2,4,1
65211,5,5,4,2,5,1,1,4,1,1,2,5,4,1,5,1,2,4,5,4
16570,1,1,3,2,3,5,3,2,5,5,1,3,1,3,2,4,4,5,5,3
68561,4,4,2,4,4,4,1,5,5,5,5,5,2,2,2,5,4,1,5,1
46515,1,4,3,1,4,2,2,4,3,2,1,4,3,3,2,1,1,5,5,1
27318,1,5,1,4,3,1,1,4,5,2,1,5,1,5,5,2,5,1,5,4
25303,4,1,4,3,2,5,5,3,5,4,1,3,2,1,4,3,5,3,5,3
5090,1,4,4,5,2,4,2,4,5,2,2,4,4,2,5,4,1,4,3,1
60058,5,5,1,3,4,2,2,3,2,1,1,4,5,3,2,1,3,5,4,3
3292,4,4,4,4,2,3,2,4,3,2,1,2,4,2,5,1,2,2,5,1
49863,2,2,4,2,3,4,4,4,5,4,1,5,5,2,5,1,2,4,5,4
33973,1,1,4,4,1,4,4,2,5,4,1,1,1,3,4,2,1,1,5,1
54388,3,3,3,1,5,1,1,5,3,3,1,5,5,1,5,1,4,5,5,1
71508,3,4,2,1,2,1,1,2,4,4,1,5,4,2,4,1,2,5,5,1
44420,5,4,1,4,4,1,1,4,2,1,1,5,1,1,5,1,1,4,5,2
37514,4,5,1,3,5,1,1,5,2,2,1,5,5,1,4,3,3,3,5,3
24457,1,1,2,4,3,5,4,2,5,5,1,2,3,1,4,3,1,4,5,4
56612,4,4,1,1,4,4,1,4,5,2,1,5,2,1,4,1,1,2,5,3
25694,4,4,2,4,4,2,1,4,3,2,2,2,2,2,5,2,5,4,5,1
49886,2,4,4,4,1,3,3,1,4,3,2,3,2,3,4,5,5,2,5,1
21210,1,1,5,1,4,5,5,4,5,2,1,4,4,1,2,2,5,1,5,2
20702,5,5,2,2,2,2,1,4,1,1,1,5,5,1,4,1,2,5,5,5
66070,2,4,4,1,5,4,1,2,4,3,1,5,5,1,4,1,3,5,5,3
6913,4,4,2,1,4,2,1,3,1,2,1,5,4,1,1,1,1,4,5,4
73052,5,5,1,1,3,3,1,3,2,5,1,3,1,5,3,5,2,5,3,3
38540,2,1,5,4,5,2,2,4,5,5,1,3,1,2,2,5,2,2,2,4
50940,2,5,3,1,5,1,1,5,2,3,1,2,2,1,5,1,5,5,5,1
17836,4,4,4,2,4,2,2,4,4,4,1,2,4,4,4,1,2,4,4,1
45226,2,2,4,3,4,3,3,2,4,5,1,3,1,3,3,3,5,4,4,2
55626,2,2,5,4,3,4,4,1,5,4,2,2,2,3,3,5,3,4,4,2
54527,4,4,1,1,5,1,1,5,1,1,1,5,5,1,4,2,1,4,4,2
1087,4,3,2,3,5,1,1,4,2,3,2,4,2,1,4,4,1,4,5,3
13802,4,4,1,1,4,1,1,4,2,3,1,5,4,1,4,1,1,4,5,2
49085,1,5,5,3,3,5,3,3,5,3,1,1,1,3,3,4,2,3,5,1
36333,4,2,4,2,5,1,1,5,5,4,1,4,5,1,5,2,1,5,3,5
7518,4,1,4,5,4,4,3,1,5,5,1,2,1,3,1,1,5,1,4,2
61766,2,3,5,3,3,3,1,2,5,3,1,2,2,4,4,1,4,4,5,1
6196,5,3,2,1,1,1,1,4,2,1,1,5,5,3,5,1,1,1,5,1
37167,3,4,5,1,2,4,3,2,5,3,1,4,4,2,2,4,1,3,5,1
16861,4,2,1,4,4,1,1,2,1,4,1,1,1,2,4,1,2,5,5,3
53430,5,5,2,5,2,2,2,2,5,5,2,5,2,1,4,2,2,4,5,4
26268,2,2,5,5,1,5,4,2,5,5,4,4,2,2,4,4,1,4,1,4
25054,1,1,4,1,1,4,1,4,2,5,4,4,1,5,4,2,1,4,3,1
