,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A
61121,2,2,3,3,5,5,3,1,5,5,1,5,2,2,3,1,1,4,5,1
267,5,1,5,4,5,2,1,4,5,5,2,5,4,2,1,1,3,1,1,3
62109,4,4,4,2,3,2,2,4,4,5,4,4,2,3,2,3,2,3,4,4
6009,4,5,3,2,2,4,1,4,5,4,1,4,3,1,5,1,4,1,4,2
820,1,2,3,3,3,2,3,2,5,5,5,4,2,4,1,5,4,1,5,1
29615,2,4,1,1,3,1,1,5,2,4,1,5,4,1,1,2,3,5,5,3
37738,5,5,4,3,5,3,3,1,4,3,2,5,5,2,2,2,3,3,5,4
56073,5,1,1,1,5,1,1,1,1,1,1,5,5,1,1,1,1,1,5,5
18880,5,5,5,5,5,1,1,2,5,4,2,4,1,1,1,1,2,5,5,1
71044,1,4,5,1,5,2,5,4,5,5,1,5,1,4,3,2,5,3,5,1
56604,5,5,3,2,5,1,1,5,2,2,1,4,5,1,4,2,2,5,5,3
24733,5,3,3,3,4,2,1,4,1,2,4,3,5,5,3,4,3,3,5,2
64056,4,4,3,2,5,1,1,3,2,2,1,5,2,3,3,1,1,3,5,2
51049,5,5,1,1,5,1,1,5,1,1,1,5,5,1,4,1,1,5,5,5
12200,1,3,4,5,4,4,4,1,3,1,2,2,1,4,4,2,4,4,4,1
6059,5,4,4,1,4,2,2,3,4,1,2,1,2,1,5,2,3,4,5,1
64756,2,4,1,2,2,2,1,2,4,1,3,2,3,3,5,2,2,2,5,1
70860,3,5,5,2,1,2,2,3,5,4,1,1,1,3,4,1,2,1,1,1
47449,5,4,1,2,4,2,2,4,3,3,1,5,1,3,2,1,1,4,5,3
3003,5,4,2,5,5,3,3,4,3,5,3,3,2,1,3,5,1,4,5,5
52136,2,4,3,2,4,4,2,5,4,5,4,3,1,2,3,4,5,4,3,4
19878,2,1,2,3,4,5,4,1,5,5,1,3,4,2,1,3,1,3,5,2
61971,1,1,5,1,5,3,3,2,4,2,1,5,4,3,1,1,1,1,5,1
6481,4,2,5,2,4,4,2,5,5,5,1,2,2,1,4,4,5,4,5,1
30401,5,5,2,1,4,1,1,4,1,1,1,5,4,1,5,2,1,5,5,1
720,1,1,5,3,2,5,4,2,5,5,3,3,1,3,3,5,3,3,1,1
54281,4,5,2,1,5,2,1,3,2,2,1,5,2,1,4,2,3,4,4,3
55083,5,5,2,1,5,1,1,5,1,3,1,5,4,1,5,1,1,5,5,5
22647,5,5,5,4,5,5,5,5,5,5,3,5,5,3,4,5,5,3,5,5
11420,4,4,1,3,4,3,1,3,1,3,2,5,4,3,2,1,5,4,5,3
29464,3,4,4,4,4,1,1,2,2,1,1,5,5,3,5,1,1,5,5,1
6079,4,1,1,4,4,1,1,2,4,5,1,5,2,2,4,1,1,1,5,4
9381,5,4,1,3,5,3,2,3,2,3,3,5,5,1,5,2,5,1,5,3
71071,1,5,3,5,4,4,1,4,5,5,1,1,5,1,4,5,5,5,2,1
47872,1,2,4,5,2,4,2,1,4,4,1,2,4,1,1,4,2,4,5,1
39371,4,3,1,2,4,1,1,4,4,3,2,5,5,3,4,2,3,5,5,3
13645,5,4,2,3,4,1,1,3,2,1,1,5,3,2,4,4,1,5,5,1
70720,5,5,5,1,5,1,1,4,4,3,2,5,5,1,5,1,4,5,5,3
37930,5,5,1,1,5,1,1,5,1,1,1,2,5,1,5,1,1,3,5,5
10262,5,4,4,4,1,4,2,2,5,2,4,2,1,2,3,1,2,2,4,1
63325,2,4,2,1,4,1,2,4,5,4,1,5,5,1,5,2,2,5,5,4
64130,4,4,4,2,5,1,1,4,4,4,1,5,5,2,4,2,2,4,5,4
72461,4,5,5,4,5,1,1,5,5,4,1,3,2,3,5,4,5,4,4,3
44251,4,3,2,5,1,4,4,3,5,5,2,4,2,3,1,1,5,3,5,1
19909,3,3,2,2,4,2,2,3,3,2,1,4,4,2,4,2,2,4,5,1
26979,2,4,2,2,4,1,1,5,3,2,1,4,4,1,4,2,3,4,5,4
69312,4,4,2,1,4,2,1,2,5,1,1,5,4,1,4,1,2,5,4,1
35628,2,2,1,4,2,1,1,2,3,1,1,3,5,1,2,1,1,4,5,3
67674,1,1,4,5,3,2,2,1,5,4,1,3,1,1,1,1,2,2,5,3
59049,2,2,4,5,2,3,2,2,5,4,4,2,1,3,3,4,3,2,5,1
11615,1,1,2,5,1,1,1,4,5,2,5,1,2,4,3,2,1,1,5,1
42444,2,5,5,5,5,3,4,4,5,2,1,2,1,4,4,2,1,2,3,1
5414,2,4,2,4,4,2,1,4,4,2,2,4,2,4,5,2,3,4,5,1
4878,3,4,4,3,3,4,2,3,4,2,1,4,2,2,4,2,5,4,5,2
30011,4,3,4,4,3,2,2,2,4,5,1,4,2,3,4,4,2,4,4,1
66555,2,5,3,4,4,4,4,2,4,3,1,5,2,2,2,5,5,4,5,4
25922,5,5,3,1,5,1,1,5,1,1,2,5,4,1,5,5,1,5,5,2
67390,4,5,2,4,4,1,1,2,2,2,2,4,1,4,2,3,4,4,4,3
47129,4,2,2,4,4,1,1,2,3,3,2,5,2,1,2,3,2,3,5,2
69228,5,4,2,3,5,1,1,4,4,4,1,4,4,1,3,2,2,5,5,2
52625,5,4,2,2,4,1,1,2,1,4,1,4,5,3,2,2,1,4,5,2
3711,5,1,1,1,5,1,1,5,1,1,1,5,1,1,5,1,1,5,5,5
7743,1,1,4,5,1,4,5,1,5,5,4,1,1,4,1,5,3,1,2,1
50727,1,3,4,1,4,3,1,4,5,4,1,5,2,2,4,1,1,4,5,1
21339,5,2,2,1,5,4,1,5,2,2,2,5,2,1,4,1,1,2,4,4
31057,3,1,4,4,3,5,2,2,4,5,2,3,2,2,4,1,3,4,5,1
65333,3,4,3,1,1,2,4,5,3,4,1,2,5,2,4,4,3,4,5,3
32089,4,1,4,4,5,1,2,1,5,2,2,5,3,1,3,2,1,2,5,2
23962,5,4,3,2,5,1,3,4,5,3,1,5,4,1,1,1,2,5,5,2
65864,1,1,2,4,1,2,4,4,5,5,2,2,1,4,1,1,5,1,3,1
66215,3,4,4,3,3,2,2,2,5,5,2,4,3,1,4,4,2,2,5,1
49998,4,4,1,2,3,2,1,2,2,4,2,5,4,1,4,1,1,4,5,2
20277,5,4,2,3,5,1,2,4,2,1,1,4,4,2,5,3,2,4,4,4
22832,5,4,5,1,5,1,1,5,1,5,1,5,5,1,5,5,5,5,4,4
11380,3,5,2,1,5,1,1,4,2,5,1,5,5,1,4,2,5,5,1,3
21802,5,3,4,4,5,2,2,1,5,3,4,5,4,2,4,2,2,3,4,1
14528,2,3,3,4,4,4,2,2,4,4,1,4,2,1,4,3,2,3,5,1
18713,1,1,2,5,1,4,2,1,5,5,1,1,3,1,1,2,5,2,5,1
6201,1,1,1,4,4,5,1,2,5,5,1,4,5,1,2,2,4,4,1,1
31933,2,4,1,5,4,1,4,1,5,2,2,1,1,5,4,1,4,4,1,4
7492,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3
51541,4,1,2,4,4,2,1,1,5,3,1,5,4,2,2,2,1,5,5,1
57002,1,2,5,2,3,4,2,3,5,4,1,4,2,1,2,2,4,4,5,2
62041,4,5,1,2,5,2,2,4,4,2,1,5,5,2,4,1,2,5,5,1
34523,5,4,2,2,3,4,1,3,4,2,1,5,4,1,3,1,4,4,5,4
25749,5,4,4,3,5,1,1,4,5,5,1,5,1,1,4,1,3,2,5,3
27885,3,4,2,4,4,2,1,4,4,2,1,5,4,1,5,1,2,4,5,3
23300,5,4,4,5,4,2,2,2,4,1,2,2,4,4,5,2,4,4,5,2
43123,3,5,2,2,5,1,2,4,3,3,2,4,4,2,4,2,4,4,5,4
12635,5,4,4,5,4,4,2,2,5,3,2,1,2,4,5,2,4,4,5,2
36742,4,4,1,1,5,1,1,4,1,2,1,5,5,1,5,1,2,5,5,5
68110,4,4,3,1,5,1,1,5,2,3,2,5,5,1,5,1,1,5,5,1
49897,2,1,1,3,3,5,4,2,5,5,3,3,2,3,1,5,2,2,5,4
55960,1,2,5,1,5,5,5,4,5,5,1,5,1,1,3,5,5,5,5,1
45198,1,1,5,4,2,4,5,1,5,5,3,1,1,5,2,4,3,2,4,1
60694,4,2,5,2,2,5,5,2,5,5,2,5,4,2,2,5,2,1,3,5
71146,4,4,1,2,4,1,1,4,2,1,1,5,5,2,5,4,1,5,5,1
11150,1,1,5,2,5,2,2,1,4,5,1,3,2,3,4,2,3,3,4,1
56195,2,2,5,4,1,2,2,2,5,5,1,2,1,4,2,5,2,4,3,2
59026,4,3,4,2,1,5,2,4,5,2,2,2,4,2,4,4,4,1,4,4
37443,3,3,3,5,2,5,2,1,5,5,1,1,1,1,3,4,5,3,4,2
12357,2,2,4,4,2,1,2,2,4,4,1,5,1,3,4,2,2,4,5,1
30877,5,4,1,1,5,1,1,3,1,1,1,5,4,1,5,1,1,5,5,3
73404,5,5,2,3,4,1,1,5,2,2,2,4,2,5,4,2,2,4,5,4
49145,2,1,2,4,4,4,2,2,5,2,1,4,5,3,1,5,4,2,3,4
68663,2,4,2,2,4,1,2,2,4,3,2,5,2,2,4,1,3,2,5,1
52175,4,4,5,2,4,2,1,2,3,2,1,4,5,5,5,1,3,4,5,3
26318,1,1,4,4,1,4,1,1,5,5,1,2,1,2,4,2,1,1,3,3
33561,4,5,2,1,4,2,1,2,4,1,2,5,1,1,5,1,2,5,5,3
46310,4,4,4,5,2,2,4,2,5,5,2,5,3,2,4,2,1,4,4,4
31431,1,2,3,2,1,2,2,1,5,5,2,5,1,3,3,5,1,2,5,1
30508,4,5,1,1,5,1,1,4,2,1,1,5,4,1,5,1,1,5,5,1
68021,4,4,2,2,4,4,2,5,3,2,1,1,1,3,4,4,3,4,5,1
40456,4,4,5,4,3,5,4,4,5,3,2,4,2,2,3,2,2,2,3,2
45563,3,4,3,2,4,2,1,1,3,4,1,4,4,3,4,1,5,4,4,1
66423,4,5,3,2,4,5,5,3,5,5,2,2,5,1,3,4,2,4,5,1
36563,5,5,2,1,5,1,1,5,3,1,1,5,5,1,5,1,1,5,5,1
18635,1,3,4,3,1,5,5,1,5,3,3,4,1,3,3,2,1,1,4,1
21243,5,5,5,1,5,3,1,5,5,1,1,5,5,1,1,1,1,5,1,1
23894,4,1,3,3,1,4,2,1,5,2,1,4,4,1,2,5,1,1,3,1
5619,4,5,2,2,3,3,1,4,4,4,2,4,4,1,4,2,2,4,4,2
64028,4,4,1,1,4,1,2,4,5,4,5,3,5,1,4,4,1,3,5,5
46089,2,3,4,4,3,4,3,1,5,1,1,2,2,2,3,5,2,3,4,2
66886,5,5,2,1,5,1,2,5,2,1,1,5,5,1,5,1,1,5,4,5
57589,1,1,5,3,4,2,4,1,5,5,1,1,1,1,4,1,1,1,1,2
63805,4,5,1,3,4,1,1,4,3,2,1,5,1,1,3,1,5,5,5,1
25453,4,4,2,3,3,4,1,3,3,1,2,4,2,1,3,2,3,5,5,4
53965,3,4,1,2,4,2,1,4,3,4,1,5,2,1,4,1,1,4,5,3
53899,3,4,3,5,5,5,1,4,5,3,4,5,1,3,4,2,3,5,4,3
16529,4,4,4,4,2,2,2,3,5,5,4,2,3,3,4,2,3,4,3,2
48474,5,1,1,4,5,3,1,1,5,3,1,2,1,3,1,1,5,1,1,5
54744,4,4,3,2,4,2,1,2,4,4,2,2,3,1,5,1,1,4,5,3
25133,2,4,5,2,4,4,2,4,5,4,1,2,1,3,3,2,1,2,5,1
57714,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,5
46931,5,5,1,1,5,1,1,5,1,1,1,5,5,1,1,1,1,2,5,5
22790,5,3,4,5,5,5,5,4,5,5,1,4,5,1,1,5,1,5,3,1
62909,4,5,2,1,5,1,1,5,5,2,1,5,5,1,3,1,3,5,5,2
57964,1,2,4,4,4,5,4,1,5,5,1,4,2,4,2,1,5,2,5,1
7989,4,1,2,2,4,2,1,4,4,5,1,4,4,1,4,1,3,4,5,5
25145,1,5,1,5,1,4,5,5,5,5,1,1,5,2,1,5,1,4,5,1
47773,1,1,2,3,3,5,5,2,5,5,3,2,1,3,2,5,2,1,5,1
46486,5,5,3,1,4,2,1,2,4,4,2,4,4,2,4,1,3,5,5,4
10092,3,2,4,4,2,3,2,3,5,2,3,4,1,3,3,5,2,5,3,2
60312,1,1,5,4,3,3,1,1,5,5,5,1,1,4,4,4,5,1,5,1
46009,1,1,4,3,4,2,2,2,5,5,2,2,2,2,1,1,1,1,5,1
69114,3,4,2,3,4,2,1,4,4,2,1,4,2,2,4,3,2,4,5,4
41730,4,4,3,4,5,2,1,4,3,2,1,5,4,1,4,2,1,5,4,3
66492,5,5,5,5,5,1,5,5,5,5,1,5,5,1,3,4,3,4,1,1
9520,3,2,2,3,3,3,1,2,4,3,3,3,3,3,3,2,2,4,5,3
22921,5,4,3,2,4,2,1,1,2,2,2,5,4,1,4,1,1,5,5,4
11097,5,5,1,1,5,5,1,5,5,5,1,5,5,1,3,1,5,5,5,4
21349,4,1,2,2,3,3,2,2,4,2,1,4,2,2,3,2,4,4,5,2
59080,1,1,4,3,5,4,1,2,5,5,1,1,2,2,3,3,1,4,5,1
26862,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,3
17212,2,2,4,4,2,1,1,1,5,3,2,4,1,4,1,1,2,1,4,3
72279,2,4,4,3,4,4,3,5,5,2,1,4,2,2,2,5,2,4,5,1
1736,5,2,2,2,4,1,1,4,2,3,1,5,4,1,3,1,1,4,5,3
1424,5,3,1,1,5,1,1,5,1,1,1,5,5,1,4,1,1,5,5,4
13202,1,3,2,2,2,3,2,2,3,5,2,1,2,1,4,4,4,3,5,1
50274,3,4,5,4,5,3,3,4,4,5,3,5,4,2,4,2,1,4,5,3
1003,1,4,3,2,5,4,1,1,5,4,1,5,1,2,3,2,5,4,5,1
25971,4,5,3,3,4,4,4,4,5,4,1,2,2,3,5,2,4,4,4,2
36666,1,1,5,5,1,5,5,1,5,5,5,2,1,5,1,5,3,1,5,1
14165,5,1,1,3,2,1,1,3,5,4,1,4,2,4,5,1,4,5,5,1
68518,4,5,3,5,4,2,1,3,5,2,4,4,5,4,5,5,1,4,1,1
48120,2,5,2,2,4,1,1,5,5,2,1,1,1,1,5,3,5,4,4,1
53491,5,4,1,1,4,1,2,2,3,3,2,5,3,1,5,1,5,5,5,5
26427,4,4,2,2,4,2,2,4,2,2,2,5,3,2,5,2,1,3,4,3
43399,3,5,3,1,4,1,1,5,5,2,3,5,3,2,5,1,4,4,5,4
35643,4,4,2,2,4,1,1,2,2,5,2,2,4,1,4,1,3,4,5,1
9128,4,1,3,5,4,3,1,1,3,4,3,5,5,1,1,5,1,5,5,2
61194,5,1,5,4,5,5,4,5,2,5,4,5,5,3,3,4,2,5,5,5
54051,5,5,4,2,5,2,1,5,4,2,1,1,4,1,5,1,2,5,5,5
66771,5,5,1,3,5,1,1,2,3,1,1,5,4,1,5,2,1,4,5,3
15347,3,5,2,3,4,1,1,5,4,4,1,3,4,2,4,2,2,3,5,2
34585,1,1,5,5,1,4,2,1,5,5,4,3,1,5,4,2,2,1,4,1
63205,4,3,1,3,5,1,1,1,4,1,1,5,5,1,3,5,5,5,5,2
20237,4,4,4,5,4,1,1,4,4,4,2,5,5,1,4,1,1,4,5,5
44429,5,5,5,4,5,5,5,1,5,3,1,5,1,5,2,4,3,2,5,1
8404,1,4,4,3,5,4,1,1,5,4,1,4,4,1,4,5,4,1,4,3
32069,1,3,2,4,4,4,5,1,5,5,2,2,5,4,3,4,5,3,3,1
41192,5,5,1,3,5,1,1,4,3,2,1,5,3,1,4,1,1,5,5,3
66790,3,4,5,3,3,3,2,2,4,4,2,2,2,3,3,3,3,4,5,4
20508,5,4,1,2,2,1,1,3,3,4,2,5,4,1,4,5,1,2,5,2
23047,3,4,5,4,2,4,1,5,4,4,2,4,5,2,5,2,4,4,5,4
27013,5,4,2,3,4,3,2,4,3,2,1,5,5,2,5,1,1,5,5,1
54229,5,4,2,1,5,3,1,5,3,1,1,5,5,1,4,1,5,4,5,3
7677,4,1,4,1,5,1,1,1,1,1,1,5,1,1,5,1,1,5,5,2
23286,5,2,2,1,4,2,1,5,4,1,1,5,4,1,5,1,1,5,5,2
65989,2,3,4,5,3,3,1,1,4,4,2,2,2,3,1,1,1,1,5,4
43761,4,4,2,1,4,1,1,5,5,1,3,5,3,1,5,1,2,5,5,3
70589,4,5,1,3,5,1,2,2,2,1,1,5,2,2,4,4,3,3,2,3
22572,2,3,4,1,5,4,2,3,5,5,1,5,4,2,5,1,3,5,5,1
39661,5,5,2,1,4,1,4,3,3,1,1,4,4,1,5,1,4,3,2,1
69933,2,3,3,4,3,4,2,3,4,3,2,5,3,3,4,2,2,3,4,3
5491,5,2,2,4,2,1,1,1,3,1,1,4,4,2,5,3,2,5,5,1
15255,4,4,2,1,5,2,1,4,3,4,3,5,5,1,4,1,2,5,5,3
49680,3,3,5,3,3,4,5,3,5,5,2,2,1,2,3,5,2,3,3,1
72450,1,1,3,5,4,4,1,1,5,5,3,4,1,2,5,5,4,3,2,1
21851,3,1,1,3,3,1,1,2,5,5,3,4,2,3,4,1,1,1,5,1
52383,4,4,2,2,5,1,2,2,4,2,1,5,4,2,4,2,1,4,5,1
19548,4,3,3,4,3,1,2,5,4,4,2,4,3,2,3,2,2,4,5,1
7783,1,1,5,5,1,2,4,1,5,4,5,1,1,5,3,5,5,1,5,3
28522,4,5,5,2,2,2,2,1,4,4,2,4,2,3,2,2,1,5,5,1
35191,5,3,2,1,5,5,1,4,5,4,1,4,3,1,4,1,2,4,5,5
24292,5,4,3,2,5,1,2,4,5,2,1,5,5,2,5,3,1,5,5,5
61227,1,4,2,4,1,3,1,2,5,5,2,1,1,4,3,4,2,2,5,1
69430,3,2,2,2,5,1,1,3,2,1,1,3,2,2,2,3,1,3,5,2
17596,1,2,4,4,2,2,1,2,4,2,2,4,4,1,4,4,2,4,2,1
10585,2,5,3,1,3,2,1,5,3,5,1,5,4,5,2,3,4,3,5,4
20075,2,2,4,3,3,3,1,4,4,5,2,5,4,2,4,1,4,4,4,4
35179,5,1,4,4,5,1,1,5,2,2,1,5,4,2,5,2,2,2,5,3
35036,4,2,3,3,4,2,1,4,3,2,1,5,2,2,4,2,4,3,5,3
40358,4,4,1,2,4,1,1,4,1,3,1,5,4,1,5,1,1,5,5,4
19224,3,4,4,3,5,1,2,4,4,1,1,5,4,1,5,2,1,4,5,3
33564,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,2,5,4,5
58086,1,2,5,5,1,5,5,2,5,5,1,3,1,5,1,2,1,1,5,1
67596,4,1,4,3,4,4,4,3,5,5,2,4,2,2,2,2,3,5,5,2
72913,5,4,1,1,5,1,1,5,1,1,1,5,4,2,5,1,5,3,5,4
33378,5,4,5,3,4,2,3,5,4,5,1,5,3,1,5,4,3,5,5,3
64197,4,1,4,3,2,2,2,4,5,2,3,2,4,3,4,5,1,4,5,3
44795,5,4,3,3,5,1,5,5,1,3,2,3,5,2,5,3,4,5,5,4
3137,2,3,2,4,2,2,2,2,4,4,2,4,4,3,1,2,2,1,4,1
20052,5,4,1,5,5,2,2,5,5,1,1,5,4,3,4,4,1,2,4,4
28697,5,5,1,1,5,1,2,5,2,1,1,5,1,1,4,1,1,5,5,2
71390,5,2,1,1,5,1,1,5,4,1,1,5,5,2,5,2,2,5,5,2
34184,3,1,4,3,4,2,1,2,5,2,2,4,2,3,3,3,3,4,2,1
52483,1,2,2,2,3,3,2,4,5,4,1,2,1,1,3,1,2,2,4,2
26793,5,5,5,2,5,4,3,4,4,2,3,2,5,1,2,2,2,3,5,4
7431,5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,1,3,5
53789,1,4,5,5,1,5,4,4,5,5,1,1,1,3,2,5,1,1,5,1
31808,3,4,4,3,4,1,1,5,4,2,3,3,3,1,5,4,1,5,4,1
33835,5,5,2,1,3,1,1,5,3,2,1,4,5,2,5,1,1,5,5,2
69911,4,4,1,1,5,1,1,5,1,1,1,5,5,1,3,1,1,5,5,5
65154,3,4,3,1,4,1,1,4,3,1,1,5,5,2,4,1,1,3,4,2
23145,5,2,2,1,2,3,3,5,4,2,1,5,2,1,4,1,1,4,5,2
45006,5,1,5,3,2,5,3,1,5,5,1,2,5,3,1,4,3,4,5,1
38156,4,4,3,3,5,3,3,2,2,5,2,5,3,1,3,2,4,4,5,2
3310,1,1,5,5,5,5,5,4,5,5,1,1,1,5,1,1,1,5,5,1
28554,1,2,5,4,2,5,5,2,5,4,4,2,1,2,3,2,3,1,5,1
37400,5,5,2,1,5,1,2,5,2,1,1,4,4,1,5,1,1,5,3,3
22648,5,2,3,5,5,1,2,5,5,2,1,5,5,1,3,1,1,5,3,5
44834,1,4,4,3,2,4,2,4,5,4,2,2,2,1,2,3,2,4,4,2
10746,4,4,3,4,2,4,2,4,5,4,1,4,3,1,5,2,4,1,4,4
34796,4,4,1,2,4,1,2,4,3,2,1,5,4,1,3,4,1,4,4,3
71209,5,4,2,2,5,1,3,5,2,2,1,5,2,2,4,5,2,5,5,3
30591,5,5,2,4,5,1,1,4,3,2,1,5,4,1,5,1,5,5,5,1
9853,4,4,2,3,3,4,2,1,4,4,2,4,4,2,4,1,4,4,3,2
17537,1,1,4,2,3,4,2,4,5,5,2,2,2,3,2,4,3,2,5,1
25990,2,4,2,2,4,3,2,2,4,4,3,4,5,2,4,1,2,4,5,1
66650,4,2,2,3,4,4,4,1,5,5,1,1,1,3,1,4,5,2,4,3
9053,4,4,3,3,5,2,2,2,2,2,1,5,4,2,3,4,4,4,5,4
21211,4,3,5,1,4,2,2,2,3,2,1,5,3,1,3,4,2,4,5,2
57189,4,4,5,4,5,3,3,4,4,4,5,5,5,4,4,4,2,4,1,1
73107,4,4,5,4,4,4,3,1,4,5,4,2,1,4,4,4,2,2,5,1
59328,5,5,3,4,1,2,4,2,5,5,1,5,5,4,5,2,5,2,5,1
34166,3,3,2,4,3,5,5,4,5,5,2,2,3,3,2,5,3,3,5,1
50823,4,5,2,2,2,1,2,4,3,4,1,3,3,3,4,2,4,5,4,4
51708,5,5,1,1,5,1,1,5,1,5,1,5,5,1,5,5,1,5,5,1
17532,2,2,4,4,4,2,2,4,5,3,4,4,3,1,3,1,4,4,5,1
28702,4,4,3,2,4,1,1,4,2,3,2,4,5,2,5,3,2,5,5,3
12847,4,2,4,3,2,3,4,4,5,4,2,5,2,2,4,5,2,4,4,1
43367,3,3,4,1,5,2,4,4,2,1,1,5,4,1,5,1,1,4,5,4
37153,5,2,1,2,5,1,1,5,1,1,1,5,4,1,4,1,1,5,5,3
24598,5,5,3,1,5,1,1,3,1,1,1,5,5,2,5,2,5,5,3,5
32538,1,1,5,4,2,5,5,1,5,1,1,2,2,3,1,5,2,1,5,2
59920,4,4,2,2,4,1,1,5,2,2,1,5,4,2,4,1,3,4,5,5
47852,4,2,2,5,1,5,5,4,5,5,2,2,2,2,3,5,2,4,4,1
50419,5,5,5,3,4,2,1,5,4,4,3,4,4,2,1,1,3,5,5,5
55765,5,4,5,3,5,4,4,4,3,3,5,2,4,3,3,3,4,4,5,2
23974,1,1,3,4,4,1,1,1,4,2,2,3,1,2,1,1,4,4,4,1
39097,5,5,3,5,5,5,5,5,5,4,5,5,1,5,5,3,1,5,5,5
56778,4,4,2,2,4,5,2,2,5,4,2,2,1,2,5,3,3,1,3,1
50095,3,5,5,4,4,3,5,4,5,3,2,4,4,3,4,2,3,2,5,3
25572,4,5,1,1,4,1,1,2,3,1,1,1,5,1,3,2,3,4,5,2
45222,5,1,4,2,3,2,1,4,2,2,2,1,5,1,3,2,4,1,5,1
46620,3,4,4,5,4,2,1,4,5,4,1,4,1,1,4,1,1,4,5,1
7780,4,4,2,2,4,2,1,3,3,2,2,4,2,1,3,1,2,4,5,2
38458,1,1,2,3,3,3,2,2,5,5,2,3,1,1,1,4,1,1,3,4
45640,1,3,5,3,2,4,2,1,5,4,1,1,2,2,2,4,3,2,3,1
53257,2,4,1,2,3,2,2,2,4,3,1,4,3,2,4,2,4,4,4,4
31969,4,5,4,2,4,5,2,4,3,2,2,4,5,2,5,4,2,2,5,4
14993,1,2,2,4,2,1,1,1,5,5,1,1,1,2,4,1,1,1,4,1
30598,2,1,1,4,4,4,2,2,5,2,3,3,1,1,1,1,1,4,4,1
13438,4,2,1,1,5,2,1,4,5,5,1,4,1,1,2,1,1,5,4,2
2980,3,2,3,3,2,4,2,5,5,3,3,3,2,2,5,4,5,1,5,1
33723,4,5,2,3,4,3,2,3,2,2,1,2,4,3,5,1,1,5,5,2
27450,5,5,1,1,5,1,1,5,1,2,1,5,5,2,3,1,1,5,5,5
41931,3,4,2,2,1,4,2,1,5,2,3,5,1,4,4,2,2,5,4,5
14886,2,5,3,5,4,5,2,1,2,5,1,4,4,1,1,5,1,2,5,3
5083,2,1,5,1,2,5,5,1,5,5,1,1,1,1,1,1,3,5,5,2
57796,4,4,3,1,5,2,3,1,5,5,2,5,2,1,1,1,1,2,5,1
34494,5,4,2,2,5,1,4,4,5,2,1,5,4,2,1,1,5,1,2,1
71082,5,5,1,1,5,2,1,5,1,2,1,5,5,1,5,1,1,5,1,2
3181,1,3,4,5,2,2,2,1,5,2,3,1,4,2,4,5,1,4,5,1
9267,5,5,1,2,5,1,1,1,1,1,1,5,5,1,5,1,1,5,5,5
34047,4,3,4,4,5,4,1,5,3,4,2,5,5,1,2,1,1,5,5,5
36234,4,2,2,1,5,1,2,4,4,4,2,4,4,1,3,4,1,5,5,1
50184,5,5,3,1,5,5,1,5,3,5,5,5,5,1,1,1,1,1,5,1
56507,2,2,5,3,3,4,4,3,5,4,3,3,3,2,4,4,3,2,1,2
31536,5,2,4,5,1,1,1,3,5,5,1,2,1,2,4,5,2,4,5,1
25668,2,2,3,5,1,1,1,1,5,4,2,2,1,3,1,4,4,4,5,1
71588,5,5,2,3,4,2,1,5,2,2,2,5,5,1,4,3,2,4,2,1
8936,4,3,3,2,5,2,2,5,5,4,1,4,2,1,4,4,2,4,5,4
15514,1,1,4,4,4,2,1,2,5,3,1,3,2,3,5,2,1,4,4,1
6136,3,4,3,2,4,2,2,3,4,3,2,4,4,2,4,2,1,4,5,2
25773,4,5,1,1,5,1,1,4,2,1,1,4,5,2,5,3,2,4,5,3
45188,1,4,2,1,5,1,1,1,2,2,1,5,2,2,4,1,1,5,5,4
72552,3,4,3,1,5,3,1,4,3,1,3,5,5,3,5,4,3,4,5,3
46423,2,4,2,1,4,2,1,4,3,3,2,2,3,2,3,1,2,5,5,1
67022,4,3,4,2,4,3,4,4,2,5,2,5,2,2,2,2,4,4,2,2
44113,4,5,2,4,2,2,1,1,2,2,1,2,2,1,1,2,1,4,5,3
23790,5,4,1,1,4,2,1,5,3,1,1,5,4,1,4,1,1,4,5,3
21046,5,5,2,3,5,1,2,3,5,3,1,5,5,1,5,1,1,5,5,4
7995,2,5,3,1,4,1,3,5,3,4,1,1,4,1,4,2,2,5,5,3
30800,2,4,4,5,5,1,2,4,5,4,1,5,3,5,2,1,1,2,5,1
68581,4,5,2,2,3,1,2,2,4,2,1,5,4,2,4,1,1,4,5,2
47814,4,3,1,1,5,1,1,2,1,1,1,4,4,1,5,1,1,5,5,3
67173,2,3,4,4,2,4,2,3,4,5,4,1,2,3,4,1,3,4,5,1
20072,4,4,2,2,3,1,1,4,4,2,2,4,4,1,2,2,2,2,5,3
69219,1,5,5,1,5,1,1,5,5,1,1,1,5,1,5,5,1,5,5,1
35026,1,4,2,3,1,2,2,1,4,2,1,5,2,1,4,1,2,3,5,1
19354,4,5,1,4,4,2,1,5,2,5,1,3,5,2,5,3,2,5,5,3
